expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
10/24/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/25/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/27/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/28/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/30/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/30/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,25,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/2/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/6/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/7/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/8/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/12/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/13/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/14/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/16/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/17/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,100,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/18/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/21/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/23/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/25/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/25/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/1/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/2/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/4/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/6/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/7/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/9/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/7/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/14/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/16/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/17/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/19/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
12/21/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/4/22,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/5/22,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,100,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/5/22,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/9/22,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/10/22,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/11/22,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/11/22,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/12/22,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/30/21,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2/10/21,JACOB BURMAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1000,Jain  Ashwani Friends of,Media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
5/11/21,ASHWANI KUMAR  JAIN,10728 Ardnave Place  Potomac  Maryland 20854,Self (Candidate),150,Jain  Ashwani Friends of,Media,Book/Brochure Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
12/27/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Quintanilla  Yolanda Friends For,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/21/21,Nationbuilder.com,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,159,Lower Shore Progressive Caucus PAC,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/22/21,Nationbuilder.com,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,159,Lower Shore Progressive Caucus PAC,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
12/22/21,Nationbuilder.com,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,159,Lower Shore Progressive Caucus PAC,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
10/11/21,Quick Turnaround,PO Box 1470  Bowie  Maryland 20716,Business/Group/Organization,200,Murray  Patrice Committee to Elect,Media,Online Advertising,NA,Check,NA,Electoral,Campaign Partner Campaign Dashboard update fee. Reimbursement to Patrice Murray,NA
10/1/21,Campaign Dashboard,PO Box 1470  Bowie  Maryland 20716,Business/Group/Organization,196,Murray  Patrice Committee to Elect,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Reimbursement to Patrice Murray- Campaign website dashboard fee October 2021 thru January 2022,NA
10/27/21,Vid Media,PO Box 1470  Bowie  Maryland 20716,Business/Group/Organization,12,Murray  Patrice Committee to Elect,Media,Videos,NA,Check,NA,Electoral,Reimbursement to Dorothy Bell- Fundraiser campaign announcement general expenses,NA
12/17/21,Amanda McDermott Media,3300 East West Highway #436  Hyattsville  Maryland 20782,Business/Group/Organization,200,Murray  Patrice Committee to Elect,Media,Media - Website Development,NA,Check,NA,Electoral,Amanda McDermott Website/Social Media services thru 12/17/21,NA
3/15/21,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,175,Metzgar  Ric Sr. Friends Of,Media,Newspaper,NA,Debit Card,NA,Electoral,Newspaper Ad,NA
3/26/21,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,199,Metzgar  Ric Sr. Friends Of,Media,Newspaper,NA,Debit Card,NA,Electoral,Ad in The Avenue News,NA
3/2/21,TruBlu Politics,1010 Park Ave.  Suite 103  Baltimore  Maryland 21201,Business/Group/Organization,4550,Bonner  Jeff For Maryland,Media,Consulting Fees - Media,NA,Electronic Check,NA,Electoral,NA,NA
3/19/21,Squarespace Inc.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,61.74,Bonner  Jeff For Maryland,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Fee for campaign email account.,NA
3/22/21,Squarespace Inc.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,61.55,Bonner  Jeff For Maryland,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
3/22/21,Squarespace Inc.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,60.95,Bonner  Jeff For Maryland,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
4/16/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/19/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/19/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/1/21,Jesse Staley,2725 Carsins Run Rd.  Aberdeen  Maryland 21001,Business/Group/Organization,200,Bonner  Jeff For Maryland,Media,Videos,NA,Check,NA,Electoral,NA,NA
5/3/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/4/21,Squarespace Inc.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,55.62,Bonner  Jeff For Maryland,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
5/4/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/17/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,8.85,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/20/21,Canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,Business/Group/Organization,12.99,Bonner  Jeff For Maryland,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
4/30/21,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,200,Metzgar  Ric Sr. Friends Of,Media,Newspaper,NA,Debit Card,NA,Electoral,Ad in the Newspaper,NA
4/30/21,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,200,Metzgar  Ric Sr. Friends Of,Media,Newspaper,NA,Debit Card,NA,Electoral,Ad in the Newspaper,NA
5/12/21,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,350,Metzgar  Ric Sr. Friends Of,Media,Newspaper,NA,Debit Card,NA,Electoral,Ad in Newspaper,NA
8/16/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,2.1,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/17/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/20/21,Canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,Business/Group/Organization,12.99,Bonner  Jeff For Maryland,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
9/15/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,22.9,Bonner  Jeff For Maryland,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/20/21,Canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,Business/Group/Organization,12.99,Bonner  Jeff For Maryland,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
6/7/21,Critical Mention  Inc.,521 5th Ave  Fl 16  New York  New York 10175,Business/Group/Organization,3500,Rosenbaum  Mike For Maryland,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Media Consulting Services,NA
7/30/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
7/31/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,55,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
8/1/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
8/13/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,40,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
8/27/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
8/29/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,24.68,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
8/29/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
9/9/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
9/11/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
9/15/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
9/28/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,400,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
9/29/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,9.46,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
10/29/21,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.86,Rosenbaum  Mike For Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
5/26/21,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,30000,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Strategic Consulting Services,NA
7/6/21,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Strategic Consulting Services,NA
8/9/21,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Strategic Consulting Services,NA
9/7/21,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Strategic Consulting Services,NA
11/2/21,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Strategic Consulting Services,NA
12/29/21,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Strategic Consulting Services,NA
12/29/21,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Strategic Consulting Services,NA
5/10/21,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,42300,Rosenbaum  Mike For Maryland,Media,Survey/Polls,NA,Check,NA,Electoral,Polling,NA
12/29/21,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,48000,Rosenbaum  Mike For Maryland,Media,Survey/Polls,NA,Check,NA,Electoral,Focus Groups,NA
12/29/21,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,51000,Rosenbaum  Mike For Maryland,Media,Survey/Polls,NA,Check,NA,Electoral,Polling,NA
5/10/21,Magnus Pearson Media,311 Wolfe St  Alexandria  Virginia 22314,Business/Group/Organization,55000,Rosenbaum  Mike For Maryland,Media,TV,NA,Check,NA,Electoral,Video Production Services,NA
5/20/21,Magnus Pearson Media,311 Wolfe St  Alexandria  Virginia 22314,Business/Group/Organization,26734.89,Rosenbaum  Mike For Maryland,Media,Videos,NA,Check,NA,Electoral,Video Production Services,NA
5/14/21,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,3500,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,Digital Consulting Services,NA
5/25/21,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,20000,Rosenbaum  Mike For Maryland,Media,Consulting Fees - General,NA,Check,NA,Electoral,List Acquisition,NA
