Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A015945,"Appel, Erin","Capitol Strategies, LLC",Luminis Health,05/01/22-10/31/22,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A015943,"Appel, Erin","Capitol Strategies, LLC","Maryland Geothermal Association, The",05/01/22-10/31/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A015949,"Appel, Erin","Capitol Strategies, LLC",Gannett Fleming,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015938,"Appel, Erin","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/21-04/30/22,"$8,256.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,256.00"
A015898,"Appel, Erin","Capitol Strategies, LLC",Exelon Corporation,11/01/21-04/30/22,"$1,103.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,103.00"
A015895,"Appel, Erin","Capitol Strategies, LLC",International Council of Shopping Centers,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015901,"Appel, Erin","Capitol Strategies, LLC",Slice Wireless Solutions,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015931,"Appel, Erin","Capitol Strategies, LLC","Allegis, Redwood, Maxim Public Affairs, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015953,"Appel, Erin","Capitol Strategies, LLC",Brightview Senior Living,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015963,"Appel, Erin","Capitol Strategies, LLC","Aramark Correctional Services, LLC",05/01/22-10/31/22,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A015967,"Appel, Erin","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",05/01/22-10/31/22,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A015975,"Appel, Erin","Capitol Strategies, LLC",Accenture LLP,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015755,"Appel, Erin","Capitol Strategies, LLC","MTC Logistics, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A021156,"Appel, Erin","Capitol Strategies, LLC",HMSHost,06/01/22-10/31/22,$103.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$103.00
A015783,"Appel, Erin","Capitol Strategies, LLC",Vanguard Retail Property Development,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015885,"Appel, Erin","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A016323,"Arneson, Emily",Kennedy Krieger Institute ,Kennedy Krieger Institute,11/01/21-04/30/22,"$64,000.00",$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$64,250.00"
A016324,"Arneson, Emily",Kennedy Krieger Institute ,Kennedy Krieger Institute,05/01/22-10/31/22,"$64,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$64,000.00"
A021044,"Arrington, Michael",Capitol Connections,Arundel Amusements/Bingo World,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A021265,"Arrington, Michael",Capitol Connections,Isiah Thomas International,07/26/22-10/31/22,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A021043,"Arrington, Michael",Capitol Connections,Arundel Amusements/Bingo World,04/04/22-04/30/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A019449,"Ascher, Jason",Mid-Atlantic Pipe Trades,Mid-Atlantic Pipe Trades Association,12/01/21-04/30/22,"$19,781.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,781.00"
A019450,"Ascher, Jason",Mid-Atlantic Pipe Trades,Mid-Atlantic Pipe Trades Association,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020362,"Ashley-Williams, Wandra",Climate XChange,Climate XChange,01/20/22-04/30/22,"$10,000.00","$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A020363,"Ashley-Williams, Wandra",Climate XChange,Climate XChange,05/01/22-10/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A015795,"Atlas, Bob",Maryland Hospital Association,Maryland Hospital Association,05/01/22-10/31/22,"$6,598.00","$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,598.00"
A015794,"Atlas, Bob",Maryland Hospital Association,Maryland Hospital Association,11/01/21-04/30/22,"$16,810.00","$1,510.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,320.00"
A014935,"Atticks, Kevin","Grow & Fortify, LLC",Maryland Wineries Association,05/01/22-10/31/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00"
A014925,"Atticks, Kevin","Grow & Fortify, LLC",Brewers Association of Maryland,05/01/22-10/31/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A014924,"Atticks, Kevin","Grow & Fortify, LLC",Brewers Association of Maryland,11/01/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A014926,"Atticks, Kevin","Grow & Fortify, LLC",Maryland Hemp Coalition,11/01/21-04/30/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A014940,"Atticks, Kevin","Grow & Fortify, LLC",Maryland Distillers Guild,11/01/21-04/30/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A014927,"Atticks, Kevin","Grow & Fortify, LLC",Maryland Hemp Coalition,05/01/22-10/31/22,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A014934,"Atticks, Kevin","Grow & Fortify, LLC",Maryland Wineries Association,11/01/21-04/30/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A014941,"Atticks, Kevin","Grow & Fortify, LLC",Maryland Distillers Guild,05/01/22-10/31/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A020783,"Autrey, Chanell",Target Corporation,Target Corporation,02/23/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020784,"Autrey, Chanell",Target Corporation,Target Corporation,05/01/22-10/31/22,$86.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$86.50
A013879,"Baccino, Steven",Chesapeake Utilities Corporation,Chesapeake Utilities Corporation,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013878,"Baccino, Steven",Chesapeake Utilities Corporation,Chesapeake Utilities Corporation,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,"$83,377.24",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$83,377.24"
A017661,"Bagwell, Ashlie",Harris Jones & Malone,Jewish Community Relations Council of Greater Washington,11/01/21-04/30/22,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A017921,"Bagwell, Ashlie",Harris Jones & Malone,Maryland Medical Dispensary Association,11/01/21-04/30/22,"$28,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,000.00"
A016999,"Bagwell, Ashlie",Harris Jones & Malone,McDonald's Corporation,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017663,"Bagwell, Ashlie",Harris Jones & Malone,Verizon Communications,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017841,"Bagwell, Ashlie",Harris Jones & Malone,Visit Baltimore,11/01/21-04/30/22,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A017839,"Bagwell, Ashlie",Harris Jones & Malone,KPMG LLP,11/01/21-04/30/22,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A017863,"Bagwell, Ashlie",Harris Jones & Malone,Planned Parenthood of Maryland,11/01/21-04/30/22,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A018809,"Bagwell, Ashlie",Harris Jones & Malone,"Truveris, Inc.",11/12/21-04/30/22,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A017668,"Bagwell, Ashlie",Harris Jones & Malone,"United Way of Central Maryland, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017970,"Bagwell, Ashlie",Harris Jones & Malone,"Harris Jones & Malone, LLC",05/01/22-10/31/22,$450.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00
A020241,"Bagwell, Ashlie",Harris Jones & Malone,ClassWallet,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017677,"Bagwell, Ashlie",Harris Jones & Malone,Health Facilities Association of Maryland,11/01/21-04/30/22,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A017679,"Bagwell, Ashlie",Harris Jones & Malone,"Takeda Pharmaceuticals America, Inc.",11/01/21-04/30/22,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A018819,"Bagwell, Ashlie",Harris Jones & Malone,"DoorDash, Inc.",11/17/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017821,"Bagwell, Ashlie",Harris Jones & Malone,Bristol-Myers Squibb Company,11/01/21-04/30/22,"$38,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$38,000.00"
A017267,"Bagwell, Ashlie",Harris Jones & Malone,Beltway Fine Wine,11/01/21-04/30/22,"$48,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$48,000.00"
A017969,"Bagwell, Ashlie",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/21-04/30/22,$450.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00
A020072,"Bagwell, Ashlie",Harris Jones & Malone,"Tesla, Inc.",05/01/22-06/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017846,"Bagwell, Ashlie",Harris Jones & Malone,Johns Hopkins,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017680,"Bagwell, Ashlie",Harris Jones & Malone,"Takeda Pharmaceuticals America, Inc.",05/01/22-10/31/22,"$3,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,600.00"
A017268,"Bagwell, Ashlie",Harris Jones & Malone,Beltway Fine Wine,05/01/22-10/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A017844,"Bagwell, Ashlie",Harris Jones & Malone,"HMR of Maryland, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017667,"Bagwell, Ashlie",Harris Jones & Malone,"United Way of Central Maryland, Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017961,"Bagwell, Ashlie",Harris Jones & Malone,Discovery Communications,11/01/21-04/30/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A020240,"Bagwell, Ashlie",Harris Jones & Malone,ClassWallet,01/17/22-04/30/22,"$16,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,000.00"
A019661,"Bagwell, Ashlie",Harris Jones & Malone,Greater Bethesda Chamber of Commerce,12/20/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A019662,"Bagwell, Ashlie",Harris Jones & Malone,Greater Bethesda Chamber of Commerce,05/01/22-05/18/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020071,"Bagwell, Ashlie",Harris Jones & Malone,"Tesla, Inc.",01/11/22-04/30/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A018807,"Bagwell, Ashlie",Harris Jones & Malone,"Gotham Green Partners, LLC",11/12/21-04/30/22,"$16,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,000.00"
A021266,"Bagwell, Ashlie",Harris Jones & Malone,"Elevance Health, and its Affiliates",07/29/22-10/31/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A017664,"Bagwell, Ashlie",Harris Jones & Malone,Verizon Communications,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017678,"Bagwell, Ashlie",Harris Jones & Malone,Health Facilities Association of Maryland,05/01/22-10/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A017662,"Bagwell, Ashlie",Harris Jones & Malone,Jewish Community Relations Council of Greater Washington,05/01/22-10/31/22,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A017822,"Bagwell, Ashlie",Harris Jones & Malone,Bristol-Myers Squibb Company,05/01/22-10/31/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A017003,"Bagwell, Ashlie",Harris Jones & Malone,Nonprofit Montgomery,11/01/21-04/30/22,"$16,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,000.00"
A017843,"Bagwell, Ashlie",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/21-04/30/22,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A018821,"Bagwell, Ashlie",Harris Jones & Malone,Federal Realty Investment Trust,11/17/21-04/30/22,"$23,850.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,850.00"
A017864,"Bagwell, Ashlie",Harris Jones & Malone,Planned Parenthood of Maryland,05/01/22-05/18/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018822,"Bagwell, Ashlie",Harris Jones & Malone,Federal Realty Investment Trust,05/01/22-05/18/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017840,"Bagwell, Ashlie",Harris Jones & Malone,KPMG LLP,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017842,"Bagwell, Ashlie",Harris Jones & Malone,Visit Baltimore,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020931,"Bagwell, Ashlie",Harris Jones & Malone,Housing Opportunity Commission,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017922,"Bagwell, Ashlie",Harris Jones & Malone,Maryland Medical Dispensary Association,05/01/22-10/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A017730,"Bagwell, Ashlie",Harris Jones & Malone,Maryland Chiropractic Association,05/01/22-10/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A017962,"Bagwell, Ashlie",Harris Jones & Malone,Discovery Communications,05/01/22-10/31/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A021423,"Bagwell, Ashlie",Harris Jones & Malone,Town of Centreville,10/07/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018820,"Bagwell, Ashlie",Harris Jones & Malone,"DoorDash, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020930,"Bagwell, Ashlie",Harris Jones & Malone,Housing Opportunity Commission,03/14/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017729,"Bagwell, Ashlie",Harris Jones & Malone,Maryland Chiropractic Association,11/01/21-04/30/22,"$16,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,000.00"
A017845,"Bagwell, Ashlie",Harris Jones & Malone,Johns Hopkins,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018808,"Bagwell, Ashlie",Harris Jones & Malone,"Gotham Green Partners, LLC",05/01/22-05/18/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018810,"Bagwell, Ashlie",Harris Jones & Malone,"Truveris, Inc.",05/01/22-05/18/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017000,"Bagwell, Ashlie",Harris Jones & Malone,McDonald's Corporation,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017004,"Bagwell, Ashlie",Harris Jones & Malone,Nonprofit Montgomery,05/01/22-10/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A014155,"Banach, Elizabeth",Marylanders to Prevent Gun Violence,Marylanders to Prevent Gun Violence,11/01/21-04/24/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015846,"Barnes, Ron",Google LLC and its Affiliates,Google LLC and its Affiliates,11/01/21-04/30/22,$0.00,$920.67,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.85,"$1,058.52"
A015847,"Barnes, Ron",Google LLC and its Affiliates,Google LLC and its Affiliates,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,513.84"
A016399,"Baucom, Marlee",Norfolk Southern Corporation,Norfolk Southern Corporation,11/01/21-01/20/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018865,"Belew, David",Maryland Center for History and Culture,Maryland Historical Society,11/01/21-04/30/22,"$8,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$282.64,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,532.64"
A018866,"Belew, David",Maryland Center for History and Culture,Maryland Historical Society,05/01/22-10/31/22,"$10,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,250.00"
A020667,"Bellamy, Lorenzo",Bellamy Genn Group LLC,American Forest & Paper Association,02/09/22-04/30/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A020861,"Bellamy, Lorenzo",Bellamy Genn Group LLC,Americans for Patient Access,03/03/22-04/30/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A019146,"Bellamy, Lorenzo",Bellamy Genn Group LLC,ACLU of Maryland,11/09/21-04/30/22,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A020644,"Bellamy, Lorenzo",Bellamy Genn Group LLC,Job Opportunities Task Force (JOTF),05/01/22-05/26/22,"$1,875.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,875.00"
A021147,"Bellamy, Lorenzo",Bellamy Genn Group LLC,Encore Capital Group,02/08/22-04/30/22,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A021279,"Bellamy, Lorenzo",Bellamy Genn Group LLC,"Bellamy Genn Group, LLC",08/11/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,817.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$36,817.00"
A021390,"Bellamy, Lorenzo",Bellamy Genn Group LLC,"United States Senate Federal Credit Union, The",09/23/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020643,"Bellamy, Lorenzo",Bellamy Genn Group LLC,Job Opportunities Task Force (JOTF),02/08/22-04/30/22,"$1,875.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,875.00"
A019154,"Bellamy, Lorenzo",Bellamy Genn Group LLC,Compassion & Choices Action Network,11/08/21-04/30/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A020631,"Bellamy, Lorenzo",Bellamy Genn Group LLC,Organizing Black,02/08/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
