Form ID,Lobbyist/Registrant,clean_lobbyist_registrant,Organization/Firm,clean_organization_firm,Employer,clean_employer,Registration Period
R002110,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,"US Wind, Inc.","US Wind, Inc.",11/01/19-10/31/20
R005285,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,11/01/20-10/31/21
R014504,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,Advanced Energy Economy,Advanced Energy Economy,11/01/22-10/31/23
R009970,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,Sierra Club,Sierra Club,11/01/21-10/31/22
R014500,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,CI Renewables,CI Renewables,11/01/22-10/31/23
R003037,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,Sierra Club,Sierra Club,01/02/20-10/31/20
R005282,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,"US Wind, Inc.","US Wind, Inc.",11/01/20-10/31/21
R009974,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,CI Renewables,CI Renewables,11/01/21-10/31/22
R009969,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,"US Wind, Inc.","US Wind, Inc.",11/01/21-10/31/22
R014156,"Mullin, Matthew ","Mullin, Matthew ",High Street Strategies LLC,High Street Strategies LLC,"US Wind, Inc.","US Wind, Inc.",11/01/22-10/31/23
R014356,"Murray, Rory ","Murray, Rory ",Providence Strategies,Providence Strategies LLC,Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,11/01/22-10/31/23
R003598,"Murray, David W","Murray, David W",MDV Solar Energy Industries Association,MDV Solar Energy Industries Association,"MD/DC/VA Solar Energy Industries Association, Inc.","MD/DC/VA Solar Energy Industries Association, Inc.",02/12/20-10/31/20
R010549,"Murray, Rory ","Murray, Rory ",Providence Strategies,Providence Strategies LLC,Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,11/01/21-10/31/22
R002718,"Nash, Katie ","Nash, Katie ",Energy Advocacy,Energy Advocacy,Vistra Energy,Vistra Energy,11/25/19-10/31/20
R011849,"Nash, Katie ","Nash, Katie ",Energy Advocacy,Energy Advocacy,Vicinity Energy,Vicinity Energy,03/07/22-10/31/22
R006584,"Nash, Katie ","Nash, Katie ",Energy Advocacy,Energy Advocacy,Vistra Corporate Services Company,Vistra Corporate Services Company,11/01/20-10/31/21
R011161,"Nash, Katie ","Nash, Katie ",Energy Advocacy,Energy Advocacy,Vistra Corporate Services Company,Vistra Corporate Services Company,11/01/21-10/31/22
R003466,"Neil, John B.","Neil, John B.","Jack Neil & Associates, LLC","Jack Neil & Associates, LLC","JACK NEIL & ASSOCIATES, LLC","JACK NEIL & ASSOCIATES, LLC",01/30/20-10/31/20
R005265,"Nickerson, Sherry Dudley","Nickerson, Sherry Dudley",Old Line Government Affairs LLC,Old Line Government Affairs LLC,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,11/01/20-10/31/21
R005292,"Nickerson, Sherry Dudley","Nickerson, Sherry Dudley",Old Line Government Affairs LLC,Old Line Government Affairs LLC,"NRG Energy, Inc.","NRG Energy, Inc.",11/01/20-10/31/21
R009700,"Nickerson, Sherry Dudley","Nickerson, Sherry Dudley",Old Line Government Affairs LLC,Old Line Government Affairs LLC,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,11/01/21-12/29/21
R009717,"Nickerson, Sherry Dudley","Nickerson, Sherry Dudley",Old Line Government Affairs LLC,Old Line Government Affairs LLC,"NRG Energy, Inc.","NRG Energy, Inc.",11/01/21-10/31/22
R007814,"O'Connor, Mary Monica","O'Connor, Mary Monica",CCAN Action Fund,CCAN Action Fund,Chesapeake Climate Action Network Action Fund,Chesapeake Climate Action Network Action Fund,03/06/21-06/30/21
R011829,"O'Connor, Mary Monica","O'Connor, Mary Monica",CCAN Action Fund,CCAN Action Fund,CCAN Action Fund,CCAN Action Fund,02/25/22-10/31/22
R011545,"O'Halloran, Michael ","O'Halloran, Michael ","O'Halloran Consulting, LLC","O'Halloran Consulting, LLC",Mid-Atlantic Petroleum Distributors Association,Mid-Atlantic Petroleum Distributors Association,01/26/22-10/31/22
R003970,"Oddoye, Rodney ","Oddoye, Rodney ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,06/11/20-10/31/20
R008989,"Oddoye, Rodney ","Oddoye, Rodney ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-11/19/21
R005369,"Oddoye, Rodney ","Oddoye, Rodney ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R011618,"Olds, Elizabeth ","Olds, Elizabeth ",American Forest & Paper Association,American Forest & Paper Association,American Forest & Paper Association,American Forest & Paper Association,02/01/22-10/31/22
R001501,"Olson, Jessica ","Olson, Jessica ",N/A,N/A,"Honeywell International, Inc.","Honeywell International, Inc.",11/01/19-10/31/20
R006491,"Olszewski Sr, John Anthony","Olszewski Sr, John Anthony",OK Strategies LLC,OK Strategies LLC,Summit Ridge Energy,Summit Ridge Energy,11/01/20-04/30/21
R002638,"Olszewski Sr, John Anthony","Olszewski Sr, John Anthony",OK Strategies LLC,OK Strategies LLC,Summit Ridge Energy,Summit Ridge Energy,11/18/19-04/30/20
R011380,"Olszewski Sr, John Anthony","Olszewski Sr, John Anthony",OK Strategies LLC,OK Strategies LLC,Summit Ridge Energy,Summit Ridge Energy,01/11/22-10/31/22
R003651,"Ortiz, Tia D.","Ortiz, Tia D.","Greenwill Consulting Group, LLC","Greenwill Consulting Group, LLC","Greenwill Consulting Group, LLC","Greenwill Consulting Group, LLC",02/19/20-10/31/20
R004754,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/20-10/31/21
R000603,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Curtis Bay Energy,Curtis Bay Energy,11/01/19-10/31/20
R000622,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,First Energy Service Company,First Energy Service Company,11/01/19-10/31/20
R008323,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/21-10/31/22
R013390,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/22-10/31/23
R013314,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/22-10/31/23
R004628,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/20-10/31/21
R003963,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,06/08/20-10/31/20
R000629,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/19-10/31/20
R013345,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/22-10/31/23
R001025,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/19-10/31/20
R004645,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/20-10/31/21
R004685,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/20-10/31/21
R008373,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/21-10/31/22
R008355,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/21-10/31/22
R008321,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/21-10/31/22
R012146,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"Carroll Independent Fuel, LLC","Carroll Independent Fuel, LLC",08/30/22-10/31/22
R013297,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"Carroll Independent Fuel, LLC","Carroll Independent Fuel, LLC",11/01/22-10/31/23
R013310,"Perry, Timothy  A","Perry, Timothy  A",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/22-10/31/23
R012021,"Peters, Sarah M.","Peters, Sarah M.",Husch Blackwell Strategies,Husch Blackwell Strategies,"Schneider Electric USA, Inc.","Schneider Electric USA, Inc.",06/20/22-10/31/22
R000994,"Popham, Bryson F","Popham, Bryson F","Bryson F. Popham, PA","Bryson F. Popham, PA",Building Owners and Managers Association of Greater Baltimore (BOMA),Building Owners and Managers Association of Greater Baltimore (BOMA),11/01/19-10/31/20
R000942,"Popham, Bryson F","Popham, Bryson F","Bryson F. Popham, PA","Bryson F. Popham, PA","MD/DC/VA Solar Energy Industries Association, Inc.","MD/DC/VA Solar Energy Industries Association, Inc.",11/01/19-10/31/20
R004555,"Popham, Bryson F","Popham, Bryson F","Bryson F. Popham, PA","Bryson F. Popham, PA","MD/DC/VA Solar Energy Industries Association, Inc. (MDV-SEIA) dba Chesapeake Solar & Storage Association (CHESSA)","MD/DC/VA Solar Energy Industries Association, Inc. (MDV-SEIA) dba Chesapeake Solar & Storage Association (CHESSA)",11/01/20-10/31/21
R004446,"Popham, Bryson F","Popham, Bryson F","Bryson F. Popham, PA","Bryson F. Popham, PA",Building Owners and Managers Association of Greater Baltimore (BOMA),Building Owners and Managers Association of Greater Baltimore (BOMA),11/01/20-10/31/21
R011913,"Popham, Bryson F","Popham, Bryson F","Bryson F. Popham, PA","Bryson F. Popham, PA",Maryland Rooftop Solar Coalition (MRSC),Maryland Rooftop Solar Coalition (MRSC),04/06/22-10/31/22
R013694,"Popham, Bryson F","Popham, Bryson F","Bryson F. Popham, PA","Bryson F. Popham, PA",Building Owners and Managers Association of Greater Baltimore (BOMA),Building Owners and Managers Association of Greater Baltimore (BOMA),11/01/22-10/31/23
R013666,"Popham, Bryson F","Popham, Bryson F","Bryson F. Popham, PA","Bryson F. Popham, PA",Maryland Rooftop Solar Coalition (MRSC),Maryland Rooftop Solar Coalition (MRSC),11/01/22-10/31/23
R010365,"Popham, Bryson F","Popham, Bryson F","Bryson F. Popham, PA","Bryson F. Popham, PA",Building Owners and Managers Association of Greater Baltimore (BOMA),Building Owners and Managers Association of Greater Baltimore (BOMA),11/01/21-10/31/22
R010493,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/21-10/31/22
R010513,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/21-10/31/22
R010461,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/21-10/31/22
R006803,"Pounds, Eddie ","Pounds, Eddie ","Funk & Bolton, P.A.","Funk & Bolton, P.A.",City of Bowie,City of Bowie,11/27/20-10/31/21
R013427,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/22-10/31/23
R010463,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/21-10/31/22
R012316,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"Carroll Independent Fuel, LLC","Carroll Independent Fuel, LLC",09/26/22-10/31/22
R013470,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/22-10/31/23
R013411,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"Carroll Independent Fuel, LLC","Carroll Independent Fuel, LLC",11/01/22-10/31/23
R013487,"Pounds, Eddie L. ","Pounds, Eddie L. ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/22-10/31/23
R001824,"Powell, Michael C","Powell, Michael C",Gordon Feinblatt LLC,Gordon Feinblatt LLC,Maryland Energy Group,Maryland Energy Group,11/01/19-10/31/20
R005465,"Powell, Michael C","Powell, Michael C",Gordon Feinblatt LLC,Gordon Feinblatt LLC,Maryland Energy Group,Maryland Energy Group,11/01/20-10/31/21
R013131,"Powell, Michael C","Powell, Michael C",Gordon Feinblatt LLC,Gordon Feinblatt LLC,Clean Fuels Alliance America,Clean Fuels Alliance America,11/01/22-10/31/23
R001827,"Powell, Michael C","Powell, Michael C",Gordon Feinblatt LLC,Gordon Feinblatt LLC,"Talen Energy Supply, LLC","Talen Energy Supply, LLC",11/01/19-10/31/20
R005470,"Powell, Michael C","Powell, Michael C",Gordon Feinblatt LLC,Gordon Feinblatt LLC,"Talen Energy Supply, LLC","Talen Energy Supply, LLC",11/01/20-10/31/21
R011807,"Powell, Michael C","Powell, Michael C",Gordon Feinblatt LLC,Gordon Feinblatt LLC,Clean Fuels Alliance America,Clean Fuels Alliance America,03/03/22-10/31/22
R006988,"Price, Scott A","Price, Scott A",Dominion Energy,Dominion Energy,Dominion Energy,Dominion Energy,01/06/21-10/31/21
R008800,"Price, Scott A","Price, Scott A",Dominion Energy,Dominion Energy,Dominion Energy,Dominion Energy,11/01/21-10/31/22
R011834,"Pruitt, Addison ","Pruitt, Addison ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.","Coalition for Community Solar Access, Inc.",03/08/22-10/31/22
R004509,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R008782,"Quinn, John ","Quinn, John ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R012533,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R001074,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,PJM Interconnection,PJM Interconnection,11/01/19-10/31/20
R001078,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Transource Maryland,Transource Maryland,11/01/19-10/31/20
R002456,"Quinn, John ","Quinn, John ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R004534,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,PJM Interconnection,PJM Interconnection,11/01/20-10/31/21
R004505,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,AES Warrior Run,AES Warrior Run,11/01/20-10/31/21
R004513,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Chesapeake Utilities Corporation,Chesapeake Utilities Corporation,11/01/20-10/31/21
R008779,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Chesapeake Utilities Corporation,Chesapeake Utilities Corporation,11/01/21-10/31/22
R008790,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,PJM Interconnection,PJM Interconnection,11/01/21-10/31/22
R013033,"Quinn, John ","Quinn, John ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R012589,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,PJM Interconnection,PJM Interconnection,11/01/22-10/31/23
R000832,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,AES Warrior Run,AES Warrior Run,11/01/19-10/31/20
R005353,"Quinn, John ","Quinn, John ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R008776,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,AES Warrior Run,AES Warrior Run,11/01/21-10/31/22
R012532,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,AES Warrior Run,AES Warrior Run,11/01/22-10/31/23
R000835,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R000836,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Chesapeake Utilities Corporation,Chesapeake Utilities Corporation,11/01/19-10/31/20
R001061,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Domtar Corporation,Domtar Corporation,11/01/19-10/31/20
R001080,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Washington Gas,Washington Gas,11/01/19-10/31/20
R008778,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R012535,"Quinn, Brian M","Quinn, Brian M",Venable LLP,Venable LLP,Chesapeake Utilities Corporation,Chesapeake Utilities Corporation,11/01/22-10/31/23
R013555,"Ranson, Emily M","Ranson, Emily M",Clean Water Action,Clean Water Action,Clean Water Action,Clean Water Action,11/01/22-10/31/23
R005741,"Ranson, Emily M","Ranson, Emily M",Clean Water Action,Clean Water Action,Clean Water Action,Clean Water Action,11/01/20-10/31/21
R010415,"Ranson, Emily M","Ranson, Emily M",Clean Water Action,Clean Water Action,Clean Water Action,Clean Water Action,11/01/21-10/31/22
R009631,"Rasmussen, Dennis F","Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","The Rasmussen Group, L.L.C.","Chesapeake Renewable Energy, LLC","Chesapeake Renewable Energy, LLC",11/01/21-10/31/22
R009627,"Rasmussen, Dennis F","Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","The Rasmussen Group, L.L.C.","Chesapeake Ventures Development, LLC","Chesapeake Ventures Development, LLC",11/01/21-10/31/22
R013938,"Rasmussen, Dennis F","Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","The Rasmussen Group, L.L.C.","Chesapeake Renewable Energy, LLC","Chesapeake Renewable Energy, LLC",11/01/22-10/31/23
R006355,"Rasmussen, Dennis F","Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","The Rasmussen Group, L.L.C.","Chesapeake Ventures Development, LLC","Chesapeake Ventures Development, LLC",11/01/20-10/31/21
R013939,"Rasmussen, Dennis F","Rasmussen, Dennis F","The Rasmussen Group, L.L.C.","The Rasmussen Group, L.L.C.","Chesapeake Ventures Development, LLC","Chesapeake Ventures Development, LLC",11/01/22-10/31/23
R011349,"Reed, Dytonia L","Reed, Dytonia L",Washington Gas ,Washington Gas,Washington Gas,Washington Gas,01/10/22-08/22/22
R001055,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/19-10/31/20
R009371,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/21-10/31/22
R009291,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/21-10/31/22
R009357,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,TC Energy,TC Energy,11/01/21-10/31/22
R013889,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Colonial Pipeline Company,Colonial Pipeline Company,11/01/22-10/31/23
R005420,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/20-10/31/21
R009295,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/21-10/31/22
R013949,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/22-10/31/23
R013980,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/22-10/31/23
R001094,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/19-10/31/20
R000721,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Colonial Pipeline Company,Colonial Pipeline Company,11/01/19-10/31/20
R000724,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Dominion Energy,Dominion Energy,11/01/19-10/31/20
R001083,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,TC Energy,TC Energy,11/01/19-10/31/20
R005422,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/20-10/31/21
R005427,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,TC Energy,TC Energy,11/01/20-10/31/21
R005433,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/20-10/31/21
R009188,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Colonial Pipeline Company,Colonial Pipeline Company,11/01/21-10/31/22
R013877,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC","Berkshire Hathaway Energy GT&S, LLC",11/01/22-10/31/23
R005341,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Colonial Pipeline Company,Colonial Pipeline Company,11/01/20-10/31/21
R005363,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC","Berkshire Hathaway Energy GT&S, LLC",11/01/20-10/31/21
R009163,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC","Berkshire Hathaway Energy GT&S, LLC",11/01/21-10/31/22
R013952,"Reith, John  C.","Reith, John  C.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/22-10/31/23
R002255,"Rifkin, Brad ","Rifkin, Brad ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/19-10/31/20
R005565,"Rifkin, Brad ","Rifkin, Brad ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/20-10/31/21
R009870,"Rifkin, Brad ","Rifkin, Brad ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/21-10/31/22
R011297,"Rifkin, Brad ","Rifkin, Brad ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC","Berkshire Hathaway Energy GT&S, LLC",01/03/22-10/31/22
R013725,"Rifkin, Brad ","Rifkin, Brad ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/22-10/31/23
R013585,"Rifkin, Brad ","Rifkin, Brad ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC","Berkshire Hathaway Energy GT&S, LLC",11/01/22-10/31/23
R011298,"Rifkin, Brad ","Rifkin, Brad ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,TC Energy,TC Energy,01/03/22-10/31/22
R007552,"Rinehart, Ian ","Rinehart, Ian ","The Ad Hoc Group, Inc.","The Ad Hoc Group, Inc.","Maryland Geothermal Association, The","Maryland Geothermal Association, The",02/24/21-08/01/21
R005600,"Robinson, Arash Shane","Robinson, Arash Shane",Trash Free Maryland,Trash Free Maryland,Trash Free Maryland,Trash Free Maryland,11/01/20-10/31/21
R002085,"Robinson, Dawone ","Robinson, Dawone ",Natural Resources Defense Council and its Affiliates (NRDC),Natural Resources Defense Council and its Affiliates (NRDC),Natural Resources Defense Council and its Affiliates,Natural Resources Defense Council and its Affiliates,11/01/19-10/31/20
R008184,"Robinson, Arash Shane","Robinson, Arash Shane",Trash Free Maryland,Trash Free Maryland,Trash Free Maryland,Trash Free Maryland,11/01/21-01/04/22
R010221,"Robinson, Dawone ","Robinson, Dawone ",Natural Resources Defense Council and its Affiliates (NRDC),Natural Resources Defense Council and its Affiliates (NRDC),Natural Resources Defense Council and its Affiliates,Natural Resources Defense Council and its Affiliates,11/01/21-10/31/22
R006366,"Robinson, Dawone ","Robinson, Dawone ",Natural Resources Defense Council and its Affiliates (NRDC),Natural Resources Defense Council and its Affiliates (NRDC),Natural Resources Defense Council and its Affiliates,Natural Resources Defense Council and its Affiliates,12/02/20-10/31/21
R002118,"Roddy, Patrick H.","Roddy, Patrick H.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Colonial Pipeline Company,Colonial Pipeline Company,11/01/19-10/31/20
R005662,"Roddy, Patrick H.","Roddy, Patrick H.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,"Waste Management, Inc.","Waste Management, Inc.",11/01/20-04/16/21
R005612,"Roddy, Patrick H.","Roddy, Patrick H.",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,Colonial Pipeline Company,Colonial Pipeline Company,11/01/20-04/16/21
